********************************************************************************
product = WebSphere Application Server 17.0.0.1 (wlp-1.0.16.cl170120170227-0220)
wlp.install.dir = /home/leo/WorkSpaceSTS/zoan/target/liberty/wlp/
java.home = /usr/lib/jvm/java-8-openjdk-amd64/jre
java.version = 1.8.0_131
java.runtime = OpenJDK Runtime Environment (1.8.0_131-8u131-b11-0ubuntu1.16.04.2-b11)
os = Linux (4.4.0-21-generic; amd64) (es_VE)
process = 25660@leo
********************************************************************************
[06/06/17 16:14:44:277 VET] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: El servidor defaultServer se ha lanzado.
[06/06/17 17:11:43:090 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG JDBCTransaction:59 - current autocommit status: true
[06/06/17 17:11:43:090 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG JDBCTransaction:62 - disabling autocommit
[06/06/17 17:11:43:450 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG HibernateTransactionManager:570 - Exposing Hibernate transaction as JDBC transaction [jdbc:mysql://us-cdbr-iron-east-03.cleardb.net/ad_3daafaefbc81776?user=b754d97b8556f4&password=6a655168, UserName=b754d97b8556f4@10.81.158.249, MySQL Connector Java]
[06/06/17 17:11:43:451 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG HibernateTransactionManager:438 - Found thread-bound Session [org.hibernate.impl.SessionImpl@5916a49a] for Hibernate transaction
[06/06/17 17:11:43:452 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG HibernateTransactionManager:476 - Participating in existing transaction
[06/06/17 17:11:43:453 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG AbstractSaveEventListener:289 - executing identity-insert immediately
[06/06/17 17:11:43:454 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG AbstractBatcher:358 - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
[06/06/17 17:11:43:455 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG SQL:393 - insert into Student (firtname, lastname, year) values (?, ?, ?)
[06/06/17 17:11:43:638 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG IdentifierGeneratorFactory:37 - Natively generated identity: 42
[06/06/17 17:11:43:640 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG AbstractBatcher:366 - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
[06/06/17 17:11:43:641 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG HibernateTransactionManager:759 - Initiating transaction commit
[06/06/17 17:11:43:641 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG HibernateTransactionManager:653 - Committing Hibernate transaction on Session [org.hibernate.impl.SessionImpl@5916a49a]
[06/06/17 17:11:43:642 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG JDBCTransaction:103 - commit
[06/06/17 17:11:43:643 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG AbstractFlushingEventListener:111 - processing flush-time cascades
[06/06/17 17:11:43:643 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG AbstractFlushingEventListener:154 - dirty checking collections
[06/06/17 17:11:43:644 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG AbstractFlushingEventListener:85 - Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
[06/06/17 17:11:43:645 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG AbstractFlushingEventListener:91 - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[06/06/17 17:11:43:645 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG Printer:83 - listing entities:
[06/06/17 17:11:43:646 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=leonardo, year=26, idStudent=42, lastname=pineda}
[06/06/17 17:11:43:824 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:43 DEBUG JDBCTransaction:193 - re-enabling autocommit
[06/06/17 17:11:44:004 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:116 - committed JDBC Connection
[06/06/17 17:11:44:005 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 17:11:44:006 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:735 - Closing Hibernate Session [org.hibernate.impl.SessionImpl@5916a49a] after transaction
[06/06/17 17:11:44:007 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG SessionFactoryUtils:800 - Closing Hibernate Session
[06/06/17 17:11:44:008 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG ConnectionManager:435 - releasing JDBC connection [ (open PreparedStatements: 0, globally: 0) (open ResultSets: 0, globally: 0)]
[06/06/17 17:11:44:009 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 17:11:44:010 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:367 - Creating new transaction with name [com.build.zoan.services.impl.StudentServiceImpl.getAllStudent]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; ''
[06/06/17 17:11:44:011 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG SessionImpl:220 - opened session at timestamp: 14967835040
[06/06/17 17:11:44:012 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:494 - Opened new Session [org.hibernate.impl.SessionImpl@5289f960] for Hibernate transaction
[06/06/17 17:11:44:013 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:505 - Preparing JDBC Connection of Hibernate Session [org.hibernate.impl.SessionImpl@5289f960]
[06/06/17 17:11:44:014 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:54 - begin
[06/06/17 17:11:44:015 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG ConnectionManager:415 - opening JDBC connection
[06/06/17 17:11:44:016 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:59 - current autocommit status: true
[06/06/17 17:11:44:016 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:62 - disabling autocommit
[06/06/17 17:11:44:373 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:570 - Exposing Hibernate transaction as JDBC transaction [jdbc:mysql://us-cdbr-iron-east-03.cleardb.net/ad_3daafaefbc81776?user=b754d97b8556f4&password=6a655168, UserName=b754d97b8556f4@10.81.158.249, MySQL Connector Java]
[06/06/17 17:11:44:374 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:438 - Found thread-bound Session [org.hibernate.impl.SessionImpl@5289f960] for Hibernate transaction
[06/06/17 17:11:44:374 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:476 - Participating in existing transaction
[06/06/17 17:11:44:375 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG AbstractBatcher:358 - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
[06/06/17 17:11:44:376 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG SQL:393 - select student0_.idStudent as idStudent0_, student0_.firtname as firtname0_, student0_.lastname as lastname0_, student0_.year as year0_ from Student student0_
[06/06/17 17:11:44:561 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG AbstractBatcher:374 - about to open ResultSet (open ResultSets: 0, globally: 0)
[06/06/17 17:11:44:562 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#1]
[06/06/17 17:11:44:564 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#2]
[06/06/17 17:11:44:565 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#3]
[06/06/17 17:11:44:566 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#4]
[06/06/17 17:11:44:567 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#5]
[06/06/17 17:11:44:568 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#42]
[06/06/17 17:11:44:569 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG AbstractBatcher:381 - about to close ResultSet (open ResultSets: 1, globally: 1)
[06/06/17 17:11:44:569 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG AbstractBatcher:366 - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
[06/06/17 17:11:44:570 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#1]
[06/06/17 17:11:44:571 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#1]
[06/06/17 17:11:44:572 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#2]
[06/06/17 17:11:44:572 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#2]
[06/06/17 17:11:44:573 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#3]
[06/06/17 17:11:44:574 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#3]
[06/06/17 17:11:44:575 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#4]
[06/06/17 17:11:44:576 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#4]
[06/06/17 17:11:44:576 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#5]
[06/06/17 17:11:44:577 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#5]
[06/06/17 17:11:44:578 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#42]
[06/06/17 17:11:44:579 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#42]
[06/06/17 17:11:44:579 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG StatefulPersistenceContext:748 - initializing non-lazy collections
[06/06/17 17:11:44:580 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:759 - Initiating transaction commit
[06/06/17 17:11:44:580 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:653 - Committing Hibernate transaction on Session [org.hibernate.impl.SessionImpl@5289f960]
[06/06/17 17:11:44:581 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:103 - commit
[06/06/17 17:11:44:581 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG AbstractFlushingEventListener:111 - processing flush-time cascades
[06/06/17 17:11:44:582 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG AbstractFlushingEventListener:154 - dirty checking collections
[06/06/17 17:11:44:583 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG AbstractFlushingEventListener:85 - Flushed: 0 insertions, 0 updates, 0 deletions to 6 objects
[06/06/17 17:11:44:583 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG AbstractFlushingEventListener:91 - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[06/06/17 17:11:44:584 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Printer:83 - listing entities:
[06/06/17 17:11:44:584 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=3, year=3, idStudent=5, lastname=3}
[06/06/17 17:11:44:585 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=e, year=43, idStudent=1, lastname=e}
[06/06/17 17:11:44:586 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=leo, year=26, idStudent=2, lastname=pineda}
[06/06/17 17:11:44:586 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=leonardo, year=26, idStudent=42, lastname=pineda}
[06/06/17 17:11:44:587 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=r, year=4, idStudent=3, lastname=d}
[06/06/17 17:11:44:587 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=de, year=23, idStudent=4, lastname=otro}
[06/06/17 17:11:44:766 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:193 - re-enabling autocommit
[06/06/17 17:11:44:947 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:116 - committed JDBC Connection
[06/06/17 17:11:44:947 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 17:11:44:948 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:735 - Closing Hibernate Session [org.hibernate.impl.SessionImpl@5289f960] after transaction
[06/06/17 17:11:44:949 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG SessionFactoryUtils:800 - Closing Hibernate Session
[06/06/17 17:11:44:950 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG ConnectionManager:435 - releasing JDBC connection [ (open PreparedStatements: 0, globally: 0) (open ResultSets: 0, globally: 0)]
[06/06/17 17:11:44:951 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 17:11:44:951 VET] 000001a7 SystemOut                                                    O El tamaño de la lista estudiante es: 6
[06/06/17 17:11:44:952 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:367 - Creating new transaction with name [com.build.zoan.services.impl.StudentServiceImpl.getAllStudent]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; ''
[06/06/17 17:11:44:953 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG SessionImpl:220 - opened session at timestamp: 14967835049
[06/06/17 17:11:44:954 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:494 - Opened new Session [org.hibernate.impl.SessionImpl@48fbdb1a] for Hibernate transaction
[06/06/17 17:11:44:955 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG HibernateTransactionManager:505 - Preparing JDBC Connection of Hibernate Session [org.hibernate.impl.SessionImpl@48fbdb1a]
[06/06/17 17:11:44:956 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:54 - begin
[06/06/17 17:11:44:956 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG ConnectionManager:415 - opening JDBC connection
[06/06/17 17:11:44:957 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:59 - current autocommit status: true
[06/06/17 17:11:44:958 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:44 DEBUG JDBCTransaction:62 - disabling autocommit
[06/06/17 17:11:45:319 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG HibernateTransactionManager:570 - Exposing Hibernate transaction as JDBC transaction [jdbc:mysql://us-cdbr-iron-east-03.cleardb.net/ad_3daafaefbc81776?user=b754d97b8556f4&password=6a655168, UserName=b754d97b8556f4@10.81.158.249, MySQL Connector Java]
[06/06/17 17:11:45:320 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG HibernateTransactionManager:438 - Found thread-bound Session [org.hibernate.impl.SessionImpl@48fbdb1a] for Hibernate transaction
[06/06/17 17:11:45:321 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG HibernateTransactionManager:476 - Participating in existing transaction
[06/06/17 17:11:45:322 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG AbstractBatcher:358 - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
[06/06/17 17:11:45:323 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG SQL:393 - select student0_.idStudent as idStudent0_, student0_.firtname as firtname0_, student0_.lastname as lastname0_, student0_.year as year0_ from Student student0_
[06/06/17 17:11:45:513 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG AbstractBatcher:374 - about to open ResultSet (open ResultSets: 0, globally: 0)
[06/06/17 17:11:45:514 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#1]
[06/06/17 17:11:45:524 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#2]
[06/06/17 17:11:45:526 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#3]
[06/06/17 17:11:45:527 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#4]
[06/06/17 17:11:45:528 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#5]
[06/06/17 17:11:45:529 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#42]
[06/06/17 17:11:45:530 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG AbstractBatcher:381 - about to close ResultSet (open ResultSets: 1, globally: 1)
[06/06/17 17:11:45:531 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG AbstractBatcher:366 - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
[06/06/17 17:11:45:531 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#1]
[06/06/17 17:11:45:532 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#1]
[06/06/17 17:11:45:533 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#2]
[06/06/17 17:11:45:534 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#2]
[06/06/17 17:11:45:535 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#3]
[06/06/17 17:11:45:536 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#3]
[06/06/17 17:11:45:536 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#4]
[06/06/17 17:11:45:537 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#4]
[06/06/17 17:11:45:538 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#5]
[06/06/17 17:11:45:538 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#5]
[06/06/17 17:11:45:539 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#42]
[06/06/17 17:11:45:540 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#42]
[06/06/17 17:11:45:541 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG StatefulPersistenceContext:748 - initializing non-lazy collections
[06/06/17 17:11:45:541 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG HibernateTransactionManager:759 - Initiating transaction commit
[06/06/17 17:11:45:542 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG HibernateTransactionManager:653 - Committing Hibernate transaction on Session [org.hibernate.impl.SessionImpl@48fbdb1a]
[06/06/17 17:11:45:542 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG JDBCTransaction:103 - commit
[06/06/17 17:11:45:543 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG AbstractFlushingEventListener:111 - processing flush-time cascades
[06/06/17 17:11:45:543 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG AbstractFlushingEventListener:154 - dirty checking collections
[06/06/17 17:11:45:544 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG AbstractFlushingEventListener:85 - Flushed: 0 insertions, 0 updates, 0 deletions to 6 objects
[06/06/17 17:11:45:545 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG AbstractFlushingEventListener:91 - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[06/06/17 17:11:45:546 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Printer:83 - listing entities:
[06/06/17 17:11:45:546 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=3, year=3, idStudent=5, lastname=3}
[06/06/17 17:11:45:547 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=e, year=43, idStudent=1, lastname=e}
[06/06/17 17:11:45:547 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=leo, year=26, idStudent=2, lastname=pineda}
[06/06/17 17:11:45:548 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=leonardo, year=26, idStudent=42, lastname=pineda}
[06/06/17 17:11:45:548 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=r, year=4, idStudent=3, lastname=d}
[06/06/17 17:11:45:549 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=de, year=23, idStudent=4, lastname=otro}
[06/06/17 17:11:45:731 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG JDBCTransaction:193 - re-enabling autocommit
[06/06/17 17:11:45:915 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG JDBCTransaction:116 - committed JDBC Connection
[06/06/17 17:11:45:916 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 17:11:45:917 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG HibernateTransactionManager:735 - Closing Hibernate Session [org.hibernate.impl.SessionImpl@48fbdb1a] after transaction
[06/06/17 17:11:45:918 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG SessionFactoryUtils:800 - Closing Hibernate Session
[06/06/17 17:11:45:919 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG ConnectionManager:435 - releasing JDBC connection [ (open PreparedStatements: 0, globally: 0) (open ResultSets: 0, globally: 0)]
[06/06/17 17:11:45:920 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 17:11:45:943 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG DispatcherServlet:1276 - Rendering view [org.springframework.web.servlet.view.JstlView: name 'student'; URL [/WEB-INF/jsp/student.jsp]] in DispatcherServlet with name 'springapp'
[06/06/17 17:11:45:944 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG JstlView:432 - Added model object 'student' of type [com.build.zoan.models.Student] to request in view with name 'student'
[06/06/17 17:11:45:945 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG JstlView:432 - Added model object 'org.springframework.validation.BindingResult.student' of type [org.springframework.validation.BeanPropertyBindingResult] to request in view with name 'student'
[06/06/17 17:11:45:945 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG JstlView:432 - Added model object 'studentList' of type [java.util.ArrayList] to request in view with name 'student'
[06/06/17 17:11:45:946 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG JstlView:166 - Forwarding to resource [/WEB-INF/jsp/student.jsp] in InternalResourceView 'student'
[06/06/17 17:11:45:949 VET] 000001a7 SystemOut                                                    O 2017-06-06 17:11:45 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 17:11:46:008 VET] 000001a8 SystemOut                                                    O 2017-06-06 17:11:46 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/static/css/bootstrap.min.css]
[06/06/17 17:11:46:009 VET] 000001a8 SystemOut                                                    O 2017-06-06 17:11:46 WARN  PageNotFound:1172 - No mapping found for HTTP request with URI [/zoan/static/css/bootstrap.min.css] in DispatcherServlet with name 'springapp'
